Flight Number, Start Time (UTC), Sim Start Time (UTC), Origination Airport, Origination Airport Name, Departure Runway, Destination Airport, Destination Airport Name, Flight Time, Flight Time - Day, Flight Time - Night, Flight Distance (nm), Take Offs, Day Takeoffs, Night Takeoffs, Landings, Day Landings, Night Landings, Aircraft Mfg, Aircraft Type, Aircraft Codename, Aircraft Model, Startup Location, Type of Flight Decoded, Latitude,Longitude,Weather,Flight Description
416,2023/11/12 11:53:44,2023/11/12 11:02:01,ATV09,"",1,ATV09,"",00:00:00,00:00:00,00:00:00,0.2462,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320",Runway,Free Flight,29.9709200889844,31.1342225968838,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
417,2023/11/12 12:09:59,2023/11/12 11:35:11,ENGM,"Oslo Airport; Gardermoen,  Oslo 30",19,ENEG,"Hønefoss Airfield; Eggemoen,  Hønefoss 30",00:07:34,00:07:34,00:00:00,21.4394,1,1,0,0,0,0,Black Square,"PLANETYPE_TURBO","bksq-aircraft-tbm850","Black Square TBM 850 Feather Red",Runway,Free Flight,60.1414432474317,10.4773074667901,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
418,2023/11/12 13:17:29,2023/11/12 13:01:03,ESSA,"Stockholm-Arlanda Airport,  Stockholm AB",26,ESKC,"Uppsala-Sundbro Airfield,   C",00:16:53,00:16:53,00:00:00,35.6044,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,60.0549503836829,17.4647707398981,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
419,2023/11/12 13:40:53,2023/11/12 13:01:06,ENBR,"Bergen Airport; Flesland,  Bergen 46",35,ENGM,"Oslo Airport; Gardermoen,  Oslo 30",01:21:33,01:21:33,00:00:00,185.5537,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,60.2094443472392,11.0975544713438,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
420,2023/11/19 8:16:05,2023/11/19 5:43:25,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJAA,"Narita International Airport,  Narita 12",00:22:32,00:22:32,00:00:00,40.3856,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,35.7526422875997,140.383974434808,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
421,2023/11/23 2:44:27,2023/11/23 2:02:01,RJCK,"Kushiro Airport,  Kushiro 1",35,RJCK,"Kushiro Airport,  Kushiro 1",00:03:08,00:03:08,00:00:00,6.3218,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,43.133519634064,144.171619517729,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
422,2023/11/26 6:18:21,2023/11/26 20:45:04,KDTW,"Detroit Metropolitan Wayne County Airport,  Detroit MI",27,KCGX,"Chicago Meigs Airport,  Chicago IL",00:31:54,00:31:54,00:00:00,205.4817,1,1,0,1,1,0,MilViz,"PLANETYPE_OTHER","f-86 sabre","F-86 Sabre - USAF 897 'The Huff'",Runway,Free Flight,41.8627530182218,-87.6083018817008,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
423,2024/3/3 3:56:53,2024/3/3 3:02:02,ZSPD,"Shanghai Pudong International Airport,  Shanghai (Pudong) 31",35,ZSPD,"Shanghai Pudong International Airport,  Shanghai (Pudong) 31",00:00:00,00:00:00,00:00:00,0.1275,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320",Runway,Free Flight,31.1287924613193,121.798230595887,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
424,2024/3/10 12:55:21,2024/3/10 12:02:02,LFML,"Marseille Provence Airport,  Marseille PAC",31,LFML,"Marseille Provence Airport,  Marseille PAC",00:00:00,00:00:00,00:00:00,0.1250,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320",Runway,Free Flight,43.4290549153898,5.22593599744141,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
425,2024/3/10 13:06:38,2024/3/10 12:02:02,LFML,"Marseille Provence Airport,  Marseille PAC",0,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",00:24:03,00:24:03,00:00:00,98.0746,1,1,0,1,1,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320",Gate,Free Flight,43.6582718024346,7.21851579844952,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
426,2024/3/11 13:27:00,2024/3/11 18:49:04,KDTW,"Detroit Metropolitan Wayne County Airport,  Detroit MI",0,KORD,"Chicago O'Hare International Airport,  Chicago IL",00:45:32,00:45:32,00:00:00,219.2099,1,1,0,1,1,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320 CFM",Gate,Free Flight,42.0020846351888,-87.9248932376504,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
427,2024/3/13 11:56:44,2024/3/13 11:02:05,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",22,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",00:00:01,00:00:01,00:00:00,0.1703,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320 CFM",Runway,Free Flight,43.6642557552428,7.22661020234227,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
428,2024/3/13 12:00:27,2024/3/13 11:02:03,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",4,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",00:00:26,00:00:26,00:00:00,1.5632,1,1,0,0,0,0,EullinLivery,"PLANETYPE_JET","justflight-aircraft-hawk-t1","Just Flight Hawk T1 BMW",Runway,Free Flight,43.6648766465868,7.23115403205156,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
429,2024/3/13 12:02:43,2024/3/13 11:02:03,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",4,LICJ,"Falcone–Borsellino Airport,  Palermo 82",01:22:53,01:22:53,00:00:00,565.0188,1,1,0,1,1,0,EullinLivery,"PLANETYPE_JET","justflight-aircraft-hawk-t1","Just Flight Hawk T1 BMW",Runway,Free Flight,38.18710325693,13.1245423201472,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
430,2024/3/13 13:28:37,2024/3/13 11:02:01,LICJ,"Falcone–Borsellino Airport,  Palermo 82",25,LICJ,"Falcone–Borsellino Airport,  Palermo 82",00:00:00,00:00:00,00:00:00,0.9095,0,0,0,0,0,0,EullinLivery,"PLANETYPE_JET","justflight-aircraft-hawk-t1","Just Flight Hawk T1 BMW",Runway,Free Flight,38.1822711025571,13.1005638744682,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
431,2024/3/13 13:41:10,2024/3/13 13:02:04,LIRF,"Rome–Fiumicino Leonardo da Vinci International Airport,  Rome 62",25,LIRF,"Rome–Fiumicino Leonardo da Vinci International Airport,  Rome 62",00:00:00,00:00:00,00:00:00,0.1414,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","FenixA320 CFM",Runway,Free Flight,41.808915439798,12.2669163811952,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
432,2024/3/13 13:51:59,2024/3/13 13:01:03,LEMD,"Adolfo Suárez Madrid–Barajas Airport,  Madrid MD",36,LEMD,"Adolfo Suárez Madrid–Barajas Airport,  Madrid MD",00:00:00,00:00:00,00:00:00,0.1548,0,0,0,0,0,0,Fenixsim,"PLANETYPE_AIRLINER","fnx-aircraft-320","Fenix A320 BLUE ARCHIVE Shoroko",Runway,Free Flight,40.4943804834154,-3.57464022003114,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
433,2024/3/13 14:01:24,2024/3/13 13:01:04,LEMD,"Adolfo Suárez Madrid–Barajas Airport,  Madrid MD",36,LEMD,"Adolfo Suárez Madrid–Barajas Airport,  Madrid MD",00:00:00,00:00:00,00:00:00,0.1611,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_AIRLINER","asobo-aircraft-a320-neo","Airbus A320 Neo Asobo",Runway,Free Flight,40.4944884645187,-3.57464080676436,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
434,2024/3/13 14:03:24,2024/3/13 13:01:03,LEMD,"Adolfo Suárez Madrid–Barajas Airport,  Madrid MD",0,LEMD,"Adolfo Suárez Madrid–Barajas Airport,  Madrid MD",00:00:00,00:00:00,00:00:00,0.0000,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_AIRLINER","asobo-aircraft-a320-neo","Airbus A320 Neo Asobo",Gate,Free Flight,40.4883515384808,-3.59188053756952,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
435,2024/3/14 15:22:13,2024/3/14 15:02:03,LFHM,"Megève Altiport,  Megève ARA",15,LFHM,"Megève Altiport,  Megève ARA",00:00:00,00:00:00,00:00:00,0.1365,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_AIRLINER","asobo-aircraft-a320-neo","Airbus Hatsune Miku",Runway,Free Flight,45.8221681205789,6.64999863132834,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
436,2024/3/15 14:28:24,2024/3/15 18:17:01,KFBW,"",28,KFBW,"",00:02:26,00:02:26,00:00:00,3.1388,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,34.1086299897518,-115.613173702732,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
437,2024/4/7 1:20:24,2024/4/7 15:09:20,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KMDW,"Chicago Midway International Airport,  Chicago IL",00:05:07,00:05:07,00:00:00,8.4078,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,41.7872742270103,-87.7490753587335,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
438,2024/4/19 12:25:26,2024/4/19 12:02:25,KMDW,"Chicago Midway International Airport,  Chicago IL",31,KLOT,"Lewis University Airport,  Chicago/Romeoville IL",00:15:46,00:15:46,00:00:00,21.7612,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,41.599315119854,-88.0994249973446,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
439,2024/4/19 12:55:51,2024/4/19 17:06:27,KDPA,"Dupage Airport,  Chicago/West Chicago IL",2,KRFD,"Chicago Rockford International Airport,  Chicago/Rockford IL",00:13:21,00:13:21,00:00:00,46.7962,1,1,0,1,1,0,Milviz,"PLANETYPE_OTHER","milviz-aircraft-fg-1d-corsair","Milviz FG-1D Corsair",Runway,Free Flight,42.1968825455545,-89.1043446958065,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
440,2024/4/21 6:36:09,2024/4/21 6:02:02,LFML,"Marseille Provence Airport,  Marseille PAC",0,LFHD,"Aérodrome de Pierrelatte,   ARA",00:11:36,00:11:36,00:00:00,70.4821,0,0,0,0,0,0,FlyByWire Simulations,"PLANETYPE_AIRLINER","flybywire-aircraft-a320-neo","Airbus A320neo FlyByWire",Gate,Free Flight,44.4598605244082,4.61403921246529,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
441,2024/4/21 7:29:43,2024/4/21 6:02:51,LFML,"Marseille Provence Airport,  Marseille PAC",31,LIRP,"Pisa International Airport,  Pisa 52",00:51:06,00:51:06,00:00:00,241.1679,1,1,0,1,1,0,FlyByWire Simulations,"PLANETYPE_AIRLINER","flybywire-aircraft-a320-neo","Airbus A320neo FlyByWire",Runway,Free Flight,43.6877956357637,10.3995873592794,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
442,2024/4/30 12:21:39,2024/4/30 14:29:04,KLOT,"Lewis University Airport,  Chicago/Romeoville IL",27,KMLI,"Quad City International Airport,  Moline IL",01:07:29,01:07:29,00:00:00,132.9498,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,41.448654485465,-90.4949756059796,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
443,2024/5/2 9:30:01,2024/5/2 23:59:24,NZWV,"Waihi Beach Airport,   BOP",31,NZWV,"Waihi Beach Airport,   BOP",00:00:39,00:00:39,00:00:00,0.9579,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,-37.4190246706826,175.957310367376,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
444,2024/5/2 9:32:50,2024/5/2 0:38:02,NZWV,"Waihi Beach Airport,   BOP",0,NZAR,"Ardmore Airport,  Manurewa AUK",00:34:29,00:34:29,00:00:00,76.9526,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",,Free Flight,-36.9509625815482,174.93727600202,"Live","asobo-freeflights"
445,2024/5/2 10:09:10,2024/5/2 21:18:01,NZTG,"Tauranga Airport,  Tauranga BOP",0,NZTG,"Tauranga Airport,  Tauranga BOP",00:00:43,00:00:43,00:00:00,1.4558,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",,Free Flight,-37.6558632239358,176.201442684978,"Live","asobo-freeflights"
446,2024/5/5 6:58:48,2024/5/5 6:02:08,RJTH,"Hachijojima Airport,  Hachijojima 13",8,RJAA,"Narita International Airport,  Narita 12",01:11:56,01:11:56,00:00:00,179.6119,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,35.7573934561452,140.39400011301,"Live","asobo-freeflights"
447,2024/5/8 6:18:31,2024/5/8 6:01:28,RJTH,"Hachijojima Airport,  Hachijojima 13",26,RJTH,"Hachijojima Airport,  Hachijojima 13",00:00:40,00:00:40,00:00:00,1.6127,1,1,0,0,0,0,Milviz,"PLANETYPE_OTHER","milviz-aircraft-fg-1d-corsair","Milviz FG-1D Corsair",Runway,Free Flight,33.1188392031395,139.764652876183,"Live","asobo-freeflights"
448,2024/5/8 6:20:49,2024/5/8 6:01:28,RJTH,"Hachijojima Airport,  Hachijojima 13",26,RJAA,"Narita International Airport,  Narita 12",00:35:44,00:35:44,00:00:00,163.6067,1,1,0,1,1,0,Milviz,"PLANETYPE_OTHER","milviz-aircraft-fg-1d-corsair","Milviz FG-1D Corsair",Runway,Free Flight,35.7584732671782,140.381471933797,"Live","asobo-freeflights"
449,2024/5/10 7:36:54,2024/5/10 7:02:31,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",0,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",00:00:00,00:00:00,00:00:00,0.1032,0,0,0,0,0,0,Milviz,"PLANETYPE_OTHER","milviz-aircraft-fg-1d-corsair","Milviz FG-1D Corsair",Gate,Free Flight,43.6588207063764,7.20574873499572,"Live","asobo-freeflights"
450,2024/5/10 7:42:42,2024/5/10 7:02:01,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",4,LIRP,"Pisa International Airport,  Pisa 52",00:33:23,00:33:23,00:00:00,141.0759,1,1,0,1,1,0,Milviz,"PLANETYPE_OTHER","milviz-aircraft-fg-1d-corsair","Milviz FG-1D Corsair",Runway,Free Flight,43.6817216987027,10.3887842595577,"Live","asobo-freeflights"
451,2024/5/15 14:54:32,2024/5/15 14:02:02,KSFO,"San Francisco International Airport,  San Francisco CA",28,KLAX,"Los Angeles International Airport,  Los Angeles CA",00:44:08,00:44:08,00:00:00,295.0690,1,1,0,1,1,0,IndiaFoxtecho,"PLANETYPE_JET","indiafoxtecho-aircraft-t45c","T-45C Goshawk TW-1",Runway,Free Flight,33.9478101332267,-118.425343120471,"Live","asobo-freeflights"
452,2024/5/19 5:57:20,2024/5/19 14:44:01,KCGX,"Chicago Meigs Airport,  Chicago IL",18,KCGX,"Chicago Meigs Airport,  Chicago IL",00:01:24,00:01:24,00:00:00,2.8819,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,41.8345069612818,-87.6530510187149,"Live","asobo-freeflights"
453,2024/5/19 6:36:55,2024/5/19 6:01:05,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",13,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:04:12,00:04:12,00:00:00,8.3328,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da62","DA62 Asobo",Runway,Free Flight,22.310335691254,114.103517923504,"Live","asobo-freeflights"
454,2024/5/19 6:45:49,2021/11/10 14:40:00,HEGH,"",0,ATV09,"",00:01:40,00:01:40,00:00:00,2.9933,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c152","Cessna 152 Asobo",Flying,Discovery Flight,29.9783077961357,31.1462864186615,"Giza Weather","asobo-discovery-giza"
455,2024/5/19 6:49:24,2021/11/10 14:40:05,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KORD,"Chicago O'Hare International Airport,  Chicago IL",00:09:34,00:09:34,00:00:00,17.1385,1,1,0,0,0,0,Got Gravel,"PLANETYPE_PROPELLER","gotgravel-monster-nxcub","MonsterNX: Default",Runway,Free Flight,41.9647411702952,-87.8858220856637,"Live","asobo-freeflights"
456,2024/5/19 12:51:01,2024/5/19 12:02:02,LFPG,"Charles de Gaulle International Airport,  Paris IDF",8,LFRG,"Deauville-Saint-Gatien Airport,  Deauville NOR",00:27:24,00:27:24,00:00:00,105.7734,1,1,0,0,0,0,Milviz,"PLANETYPE_OTHER","milviz-aircraft-fg-1d-corsair","Milviz FG-1D Corsair",Runway,Free Flight,49.3636423625865,0.15882239677012,"Live","asobo-freeflights"
457,2024/5/20 13:30:55,2024/5/20 13:02:02,LSZR,"Sankt Gallen Altenrhein Airport,  St. Gallen SG",10,LSZR,"Sankt Gallen Altenrhein Airport,  St. Gallen SG",00:00:00,00:00:00,00:00:00,0.0634,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,47.4857699902517,9.5537590328604,"Live","asobo-freeflights"
458,2024/5/22 13:14:12,2024/5/22 13:02:03,LFSB,"EuroAirport Basel-Mulhouse-Freiburg,  Saint-Louis GES",33,EDTG,"Bremgarten Airfield,  Eschbach BW",00:07:55,00:07:55,00:00:00,27.8615,1,1,0,1,1,0,MilViz,"PLANETYPE_OTHER","f-86-sabre-conv","F-86 Sabre - USAF 897 'The Huff'",Runway,Free Flight,47.9068872947234,7.6243338547647,"Live","asobo-freeflights"
459,2024/5/24 12:27:09,2024/6/24 11:01:04,BIMS,"Tungubakkar Airport,  Tungubakkar 1",0,BIMO,"",00:04:55,00:04:55,00:00:00,5.9118,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Gate,Free Flight,64.1136361136801,-21.7710864823312,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
460,2024/5/24 12:40:55,2024/6/24 11:01:01,BIMS,"Tungubakkar Airport,  Tungubakkar 1",0,BIFZ,"Forsæti Airport,  Forsæti 8",00:54:26,00:54:26,00:00:00,107.5201,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",,Free Flight,63.8501802184618,-20.7137159351259,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
461,2024/5/24 14:49:53,2024/5/24 14:06:08,BIMS,"Tungubakkar Airport,  Tungubakkar 1",24,BIFZ,"Forsæti Airport,  Forsæti 8",00:20:59,00:20:59,00:00:00,38.8654,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,63.8504681680706,-20.7144365273416,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
462,2024/5/24 15:41:36,2024/5/24 14:06:31,BIMS,"Tungubakkar Airport,  Tungubakkar 1",0,BIMS,"Tungubakkar Airport,  Tungubakkar 1",00:00:14,00:00:14,00:00:00,0.4646,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Gate,Free Flight,64.1854435473792,-21.6971799731255,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
463,2024/5/24 15:48:03,2024/5/24 14:06:31,BIMS,"Tungubakkar Airport,  Tungubakkar 1",0,BIFZ,"Forsæti Airport,  Forsæti 8",00:17:30,00:17:30,00:00:00,39.5825,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Gate,Free Flight,63.8558222311096,-20.7151741348207,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
464,2024/5/26 12:55:37,2024/5/26 12:02:08,BIMS,"Tungubakkar Airport,  Tungubakkar 1",0,BISS,"Sandskeið Airport,  Sandskeið 1",00:06:13,00:06:13,00:00:00,9.0282,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Gate,Free Flight,64.0575939210638,-21.563973762095,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
465,2024/5/31 13:54:04,2024/5/31 13:01:01,LIUG,"",33,LIUG,"",00:00:07,00:00:07,00:00:00,0.3748,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,46.1563516384633,12.3411708232015,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
466,2024/5/31 14:06:40,2024/5/31 13:01:02,LFLL,"Lyon Saint-Exupéry Airport,  Lyon ARA",35,LFLL,"Lyon Saint-Exupéry Airport,  Lyon ARA",00:00:00,00:00:00,00:00:00,0.4667,0,0,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,45.7181553228185,5.08947039954364,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
467,2024/5/31 14:10:44,2024/5/31 13:01:12,LSTS,"Flugplatz St Stephan,   BE",32,LSTS,"Flugplatz St Stephan,   BE",00:00:35,00:00:35,00:00:00,0.8405,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,46.4995065863474,7.39634214900434,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
468,2024/5/31 14:16:08,2024/5/31 13:01:05,LSTS,"Flugplatz St Stephan,   BE",32,LSTZ,"Flugplatz Zweisimmen,   BE",00:02:23,00:02:23,00:00:00,2.7364,1,1,0,0,0,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,46.533160696878,7.4083030410111,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
469,2024/5/31 14:21:33,2024/5/31 13:01:01,LSGS,"Sion Airport,  Sion VS",7,LSGS,"Sion Airport,  Sion VS",00:10:26,00:10:26,00:00:00,13.7800,1,1,0,1,1,0,Carenado,"PLANETYPE_PROPELLER","carenado-aircraft-c182rg","Carenado C182 RG II N2817E",Runway,Free Flight,46.2202314594946,7.33654581941664,"REX AccuSeason Summer - Desert Sky","asobo-freeflights"
